frame,actor1_x,actor1_y,actor1_o,actor2_x,actor2_y,actor2_o,ball_x,ball_y,ball_o
0,200.01486168633,697.7917862902164,-0.01777491736796843,800.8721810033094,698.0550064619314,0.0005224001175013894,236.0,646.0,0.0
1,200.01486168633,697.7917862902164,-0.01777491736796843,800.8721810033094,698.0550064619314,0.0005224001175013919,236.0,646.0,0.0
2,200.01486168633,697.7917862902164,-0.01777491736796843,800.8721810033094,698.0550064619314,0.0005224001175013932,236.0,646.0,0.0
3,200.01486168633,697.7917862902164,-0.01777491736796843,800.8721810033094,698.0550064619314,0.000522400117501393,236.0,646.0,0.0
4,200.01486168633,697.7917862902164,-0.01777491736796843,800.8721810033094,698.0550064619314,0.0005224001175013913,236.0,646.0,0.0
5,200.01486168633,697.7917862902164,-0.01777491736796843,800.8721810033094,698.0550064619314,0.0005224001175013888,236.0,646.0,0.0
6,200.01486168633,697.7917862902164,-0.01777491736796843,800.8721810033094,698.0550064619314,0.0005224001175013846,236.0,646.0,0.0
7,200.01486168633,697.7917862902164,-0.01777491736796843,800.8721810033094,698.0550064619314,0.0005224001175013823,236.0,646.0,0.0
8,200.01486168633,697.7917862902164,-0.01777491736796843,800.8721810033094,698.0550064619314,0.0005224001175013819,236.0,646.0,0.0
9,200.01486168633,697.7917862902164,-0.01777491736796843,800.8721810033094,698.0550064619314,0.000522400117501384,236.0,646.0,0.0
10,200.01486168633,697.7917862902164,-0.01777491736796843,800.8721810033094,698.0550064619314,0.0005224001175013863,236.0,646.0,0.0
11,200.01486168633,697.7917862902164,-0.01777491736796843,800.8721810033094,698.0550064619314,0.0005224001175013886,236.0,646.0,0.0
12,200.01486168633,697.7917862902164,-0.01777491736796843,800.8721810033094,698.0550064619314,0.000522400117501391,236.0,646.0,0.0
13,200.01486168633,697.7917862902164,-0.01777491736796843,800.8721810033094,698.0550064619314,0.0005224001175013939,236.0,646.0,0.0
14,200.01486168633,697.7917862902164,-0.01777491736796843,800.8721810033094,698.0550064619314,0.0005224001175013962,236.0,646.0,0.0
15,200.01486168633,697.7917862902164,-0.01777491736796843,800.8721810033094,698.0550064619314,0.0005224001175013974,236.0,646.0,0.0
16,200.01486168633,697.7917862902164,-0.01777491736796843,800.8721810033094,698.0550064619314,0.0005224001175013975,236.0,646.0,0.0
17,200.01486168633,697.7917862902164,-0.01777491736796843,800.8721810033094,698.0550064619314,0.0005224001175013965,236.0,646.0,0.0
18,200.01486168633,697.7917862902164,-0.01777491736796843,800.8721810033094,698.0550064619314,0.0005224001175013946,236.0,646.0,0.0
19,200.01486168633,697.7917862902164,-0.01777491736796843,800.8721810033094,698.0550064619314,0.0005224001175013922,236.0,646.0,0.0
20,200.01486168633,697.7917862902164,-0.01777491736796843,800.8721810033094,698.0550064619314,0.0005224001175013899,236.0,646.0,0.0
21,200.01486168633,697.7917862902164,-0.01777491736796843,800.8721810033094,698.0550064619314,0.0005224001175013881,236.0,646.0,0.0
22,200.01486168633,697.7917862902164,-0.01777491736796843,800.8721810033094,698.0550064619314,0.0005224001175013854,236.0,646.0,0.0
23,200.01486168633,697.7917862902164,-0.01777491736796843,800.8721810033094,698.0550064619314,0.0005224001175013831,236.0,646.0,0.0
24,200.01486168633,697.7917862902164,-0.01777491736796843,800.8721810033094,698.0550064619314,0.0005224001175013818,236.0,646.0,0.0
25,200.01486168633,697.7917862902164,-0.01777491736796843,800.8721810033094,698.0550064619314,0.0005224001175013813,236.0,646.0,0.0
