frame,actor1_x,actor1_y,actor1_o,actor2_x,actor2_y,actor2_o,ball_x,ball_y,ball_o
0,200.3833636002654,697.9396394848405,-0.007302130811419146,800.8721810033094,698.0550064619314,0.0005224001175014273,237.0,659.0,0.0
1,200.38336360026534,697.9396394848405,-0.0073021308114198415,800.8721810033094,698.0550064619314,0.000522400117501425,237.0,659.0,0.0
2,200.3833636002653,697.9396394848405,-0.007302130811420377,800.8721810033094,698.0550064619314,0.0005224001175014228,237.0,659.0,0.0
3,200.38336360026528,697.9396394848405,-0.007302130811420858,800.8721810033094,698.0550064619314,0.0005224001175014205,237.0,659.0,0.0
4,200.38336360026526,697.9396394848405,-0.00730213081142118,800.8721810033094,698.0550064619314,0.0005224001175014182,237.0,659.0,0.0
5,200.38336360026526,697.9396394848405,-0.007302130811421395,800.8721810033094,698.0550064619314,0.0005224001175014159,237.0,659.0,0.0
6,200.38336360026523,697.9396394848405,-0.007302130811421663,800.8721810033094,698.0550064619314,0.0005224001175014137,237.0,659.0,0.0
7,200.38336360026523,697.9396394848405,-0.007302130811421878,800.8721810033094,698.0550064619314,0.0005224001175014114,237.0,659.0,0.0
8,200.38336360026523,697.9396394848405,-0.007302130811422039,800.8721810033094,698.0550064619314,0.0005224001175014091,237.0,659.0,0.0
9,200.38336360026523,697.9396394848405,-0.007302130811422201,800.8721810033094,698.0550064619314,0.0005224001175014068,237.0,659.0,0.0
10,200.38336360026523,697.9396394848405,-0.00730213081142236,800.8721810033094,698.0550064619314,0.0005224001175014046,237.0,659.0,0.0
11,200.38336360026523,697.9396394848405,-0.00730213081142252,800.8721810033094,698.0550064619314,0.0005224001175014023,237.0,659.0,0.0
12,200.38336360026523,697.9396394848405,-0.0073021308114226795,800.8721810033094,698.0550064619314,0.0005224001175014,237.0,659.0,0.0
13,200.38336360026523,697.9396394848405,-0.007302130811422788,800.8721810033094,698.0550064619314,0.0005224001175013977,237.0,659.0,0.0
14,200.38336360026523,697.9396394848405,-0.0073021308114228954,800.8721810033094,698.0550064619314,0.0005224001175013955,237.0,659.0,0.0
15,200.38336360026523,697.9396394848405,-0.007302130811422952,800.8721810033094,698.0550064619314,0.0005224001175013932,237.0,659.0,0.0
16,200.38336360026523,697.9396394848405,-0.007302130811423008,800.8721810033094,698.0550064619314,0.0005224001175013909,237.0,659.0,0.0
17,200.38336360026523,697.9396394848405,-0.007302130811423064,800.8721810033094,698.0550064619314,0.0005224001175013886,237.0,659.0,0.0
18,200.38336360026523,697.9396394848405,-0.00730213081142312,800.8721810033094,698.0550064619314,0.000522400117501386,237.0,659.0,0.0
19,200.38336360026523,697.9396394848405,-0.0073021308114231765,800.8721810033094,698.0550064619314,0.0005224001175013849,237.0,659.0,0.0
20,200.38336360026523,697.9396394848405,-0.007302130811423233,800.8721810033094,698.0550064619314,0.000522400117501385,237.0,659.0,0.0
21,200.38336360026523,697.9396394848405,-0.007302130811423289,800.8721810033094,698.0550064619314,0.0005224001175013869,237.0,659.0,0.0
22,200.38336360026523,697.9396394848405,-0.007302130811423346,800.8721810033094,698.0550064619314,0.0005224001175013893,237.0,659.0,0.0
23,200.38336360026523,697.9396394848405,-0.007302130811423402,800.8721810033094,698.0550064619314,0.0005224001175013923,237.0,659.0,0.0
