frame,actor1_x,actor1_y,actor1_o,actor2_x,actor2_y,actor2_o,ball_x,ball_y,ball_o
0,200.87218100330455,698.0550064619313,0.0005224001174359498,800.8721810033107,698.0550064619315,0.0005224001175118667,242.0,653.0,0.0
1,200.87218100330455,698.0550064619313,0.0005224001174359476,800.8721810033107,698.0550064619315,0.000522400117511865,242.0,653.0,0.0
2,200.87218100330455,698.0550064619313,0.0005224001174359454,800.8721810033107,698.0550064619315,0.0005224001175118633,242.0,653.0,0.0
3,200.87218100330455,698.0550064619313,0.0005224001174359433,800.8721810033107,698.0550064619315,0.0005224001175118621,242.0,653.0,0.0
4,200.87218100330455,698.0550064619313,0.0005224001174359411,800.8721810033107,698.0550064619315,0.0005224001175118611,242.0,653.0,0.0
5,200.87218100330455,698.0550064619313,0.0005224001174359389,800.8721810033107,698.0550064619315,0.0005224001175118601,242.0,653.0,0.0
6,200.87218100330455,698.0550064619313,0.0005224001174359367,800.8721810033107,698.0550064619315,0.0005224001175118596,242.0,653.0,0.0
7,200.87218100330455,698.0550064619313,0.0005224001174359346,800.8721810033107,698.0550064619315,0.0005224001175118594,242.0,653.0,0.0
8,200.87218100330455,698.0550064619313,0.0005224001174359324,800.8721810033107,698.0550064619315,0.0005224001175118595,242.0,653.0,0.0
9,200.87218100330455,698.0550064619313,0.0005224001174359302,800.8721810033107,698.0550064619315,0.0005224001175118595,242.0,653.0,0.0
10,200.87218100330455,698.0550064619313,0.0005224001174359281,800.8721810033107,698.0550064619315,0.0005224001175118596,242.0,653.0,0.0
11,200.87218100330455,698.0550064619313,0.0005224001174359259,800.8721810033107,698.0550064619315,0.0005224001175118601,242.0,653.0,0.0
12,200.87218100330455,698.0550064619313,0.0005224001174359237,800.8721810033107,698.0550064619315,0.0005224001175118608,242.0,653.0,0.0
13,200.87218100330455,698.0550064619313,0.0005224001174359216,800.8721810033107,698.0550064619315,0.000522400117511862,242.0,653.0,0.0
14,200.87218100330455,698.0550064619313,0.0005224001174359194,800.8721810033107,698.0550064619315,0.0005224001175118631,242.0,653.0,0.0
15,200.87218100330455,698.0550064619313,0.0005224001174359172,800.8721810033107,698.0550064619315,0.0005224001175118643,260.5,638.5,0.0
16,200.87218100330455,698.0550064619313,0.0005224001174359151,800.8721810033107,698.0550064619315,0.0005224001175118658,279.0,625.09,0.0
17,200.87218100330455,698.0550064619313,0.0005224001174359129,800.8721810033107,698.0550064619315,0.0005224001175118677,297.5,612.77,0.0
18,200.87218100330455,698.0550064619313,0.0005224001174359107,800.8721810033107,698.0550064619315,0.0005224001175118698,316.0,601.54,0.0
19,200.87218100330455,698.0550064619313,0.0005224001174359086,800.8721810033107,698.0550064619315,0.0005224001175118719,334.5,591.4,0.0
20,200.87218100330455,698.0550064619313,0.0005224001174359064,800.8721810033107,698.0550064619315,0.0005224001175118746,353.0,582.35,0.0
21,200.87218100330455,698.0550064619313,0.0005224001174359042,800.8721810033107,698.0550064619315,0.0005224001175118775,371.5,574.39,0.0
22,200.87218100330455,698.0550064619313,0.000522400117435902,800.8721810033107,698.0550064619315,0.0005224001175118793,390.0,567.52,0.0
23,200.87218100330455,698.0550064619313,0.0005224001174358999,800.8721810033107,698.0550064619315,0.0005224001175118795,408.5,561.74,0.0
24,200.87218100330455,698.0550064619313,0.0005224001174358977,800.8721810033107,698.0550064619315,0.0005224001175118782,427.0,557.05,0.0
25,200.87218100330455,698.0550064619313,0.0005224001174358955,800.8721810033107,698.0550064619315,0.0005224001175118754,445.5,553.4499999999999,0.0
26,200.87218100330455,698.0550064619313,0.0005224001174358934,800.8721810033107,698.0550064619315,0.0005224001175118724,464.0,550.9399999999999,0.0
27,200.87218100330455,698.0550064619313,0.0005224001174358912,800.8721810033107,698.0550064619315,0.0005224001175118704,482.5,549.52,0.0
28,200.87218100330455,698.0550064619313,0.000522400117435889,800.8721810033107,698.0550064619315,0.0005224001175118693,501.0,549.1899999999999,0.0
29,200.87218100330455,698.0550064619313,0.0005224001174358869,800.8721810033107,698.0550064619315,0.0005224001175118693,519.5,549.9499999999999,0.0
30,200.87218100330455,698.0550064619313,0.0005224001174358847,800.8721810033107,698.0550064619315,0.0005224001175118704,538.0,551.8,0.0
31,200.87218100330455,698.0550064619313,0.0005224001174358825,800.8721810033107,698.0550064619315,0.0005224001175118724,556.5,554.7399999999999,0.0
32,200.87218100330455,698.0550064619313,0.0005224001174358804,800.8721810033107,698.0550064619315,0.0005224001175118756,575.0,558.7699999999999,0.0
33,200.87218100330455,698.0550064619313,0.0005224001174358782,800.8721810033107,698.0550064619315,0.0005224001175118785,593.5,563.8899999999999,0.0
34,200.87218100330455,698.0550064619313,0.000522400117435876,800.8721810033107,698.0550064619315,0.0005224001175118807,612.0,570.0999999999999,0.0
35,200.87218100330455,698.0550064619313,0.0005224001174358739,800.8721810033107,698.0550064619315,0.0005224001175118822,630.5,577.3999999999999,0.0
36,200.87218100330455,698.0550064619313,0.0005224001174358717,800.8721810033107,698.0550064619315,0.0005224001175118829,649.0,585.7899999999998,0.0
37,200.87218100330455,698.0550064619313,0.0005224001174358695,800.8721810033107,698.0550064619315,0.0005224001175118835,667.5,595.2699999999999,0.0
38,200.87218100330455,698.0550064619313,0.0005224001174358674,800.8721810033107,698.0550064619315,0.0005224001175118833,686.0,605.8399999999998,0.0
39,200.87218100330455,698.0550064619313,0.0005224001174358652,800.8721810033107,698.0550064619315,0.0005224001175118823,704.5,617.4999999999998,0.0
40,200.87218100330455,698.0550064619313,0.000522400117435863,800.8721810033107,698.0550064619315,0.0005224001175118811,723.0,630.2499999999998,0.0
41,200.87218100330455,698.0550064619313,0.0005224001174358609,800.8721810033107,698.0550064619315,0.0005224001175118791,741.5,644.0899999999998,0.0
42,200.87218100330455,698.0550064619313,0.0005224001174358588,800.8721810033107,698.0550064619315,0.0005224001175118764,760.0,659.0199999999998,0.0
43,200.87218100330455,698.0550064619313,0.0005224001174358571,800.8721810033107,698.0550064619315,0.0005224001175118735,778.5,675.0399999999997,0.0
44,200.87218100330455,698.0550064619313,0.0005224001174358551,801.5428322129322,697.9363191244365,0.008458007281253293,778.5,675.0399999999997,0.0
45,200.87218100330455,698.0550064619313,0.0005224001174358535,804.1295008221778,697.5725112003164,0.033908776115147726,778.5,675.0399999999997,0.0
46,200.87218100330455,698.0550064619313,0.0005224001174358519,806.1329101798073,697.3401734114967,0.05296436455302683,778.5,675.0399999999997,0.0
47,200.87218100330455,698.0550064619313,0.0005224001174358502,807.6661664629145,697.1892593121195,0.06707639674978134,778.5,675.0399999999997,0.0
48,200.87218100330455,698.0550064619313,0.0005224001174358489,808.8226101408554,697.0909718849564,0.0773489049134023,778.5,675.0399999999997,0.0
49,200.87218100330455,698.0550064619313,0.0005224001174358477,809.6780441965614,697.0273783478478,0.08461346543337286,778.5,675.0399999999997,0.0
50,200.87218100330455,698.0550064619313,0.0005224001174358465,810.3216239948673,696.9846633715277,0.08983454601545898,778.5,675.0399999999997,0.0
51,200.87218100330455,698.0550064619313,0.0005224001174358458,810.8642490189535,696.9519847472501,0.09423428712624758,778.5,675.0399999999997,0.0
52,200.87218100330455,698.0550064619313,0.0005224001174358447,811.2985868351896,696.9256413144252,0.0977147752153702,778.5,675.0399999999997,0.0
